Id;f8;f8ket;f504;f504ket;f502;f505;f5a1;f5a1ket;f1101;f1101ket;f5b;f5c;f5cket;f5d;f5dket;f18a;f18aket;f18b;f18bket;f18d;f1201;f1201ket;f14;f14ket;f15;f15ket;f1761;f1762;f1762ket;f1761ket;f1763;f1763ket;f1764;f1764ket;f1765;f1765ket;f1766;f1766ket;f1767;f1767ket;f1768;f1768ket;f1769;f1769ket;f1770;f1770ket;f1773;f1773ket;f1774;f1774ket;f1771;f1771ket;f1772;f1772ket;f21;f22;f23;f24;f25;f26;f27;f21ket;f22ket;f23ket;f24ket;f25ket;f26ket;f27ket;f301;f302;f303;f401;f401ket;f402;f402ket;f403;f403ket;f404;f404ket;f405;f405ket;f406;f406ket;f407;f407ket;f408;f408ket;f409;f409ket;f410;f410ket;f411;f411ket;f412;f412ket;f413;f413ket;f414;f414ket
ID-706;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;2.0;Institut Teknologi Bandung (ITB);2023-08-11 00:00:00;7.0;Lainnya/Tuliskan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;4;2;3;4;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-707;1.0;Bekerja (full time / part time);1.0;Ya;15.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;Bank Dunia (World Bank);;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;1.0;Sangat Rendah;2.0;Rendah;4.0;Tinggi;5.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3;4;4;2;2;3;2;Cukup Besar;Kurang Besar;Kurang Besar;Besar;Besar;Cukup Besar;Besar;4.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-708;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;2;4;2;4;4;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Besar;Kurang Besar;Kurang Besar;4.0;3.0;3.0;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-709;1.0;Bekerja (full time / part time);1.0;Ya;4.0;4500000.0;;;1.0;Instansi pemerintah;Kementerian Pertahanan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;3.0;Cukup Tinggi;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2;3;2;2;4;3;4;Besar;Cukup Besar;Besar;Besar;Kurang Besar;Cukup Besar;Kurang Besar;1.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-710;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;3;2;2;2;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Besar;Besar;1.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-711;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;3;2;4;4;Besar;Cukup Besar;Kurang Besar;Cukup Besar;Besar;Kurang Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-712;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;4;3;4;3;2;Besar;Kurang Besar;Kurang Besar;Cukup Besar;Kurang Besar;Cukup Besar;Besar;2.0;0.0;;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak
ID-713;1.0;Bekerja (full time / part time);2.0;Tidak;4.0;4500000.0;;;1.0;Instansi pemerintah;Kementerian Energi dan Sumber Daya Mineral;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;2.0;Beasiswa ADIK;2.0;Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3;5;5;2;2;3;4;Cukup Besar;Tidak Sama Sekali;Tidak Sama Sekali;Besar;Besar;Cukup Besar;Kurang Besar;6.0;6.0;6.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-714;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;3;2;3;5;2;Cukup Besar;Besar;Cukup Besar;Besar;Cukup Besar;Tidak Sama Sekali;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-715;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;3;3;4;2;Sangat Besar;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Cukup Besar;Kurang Besar;Besar;3.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya
ID-716;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;5.0;Beasiswa AFIRMASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;3;3;3;4;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;4.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-717;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;2;1;3;4;Kurang Besar;Cukup Besar;Kurang Besar;Besar;Sangat Besar;Cukup Besar;Kurang Besar;5.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-718;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;3;3;4;3;Sangat Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;3.0;0.0;;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-719;1.0;Bekerja (full time / part time);1.0;Ya;10.0;6500000.0;;;5.0;Perusahaan swasta;PT. Jaya Makmur;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;1.0;2.0;Rendah;Sangat Rendah;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;2;2;4;3;2;4;4;Besar;Besar;Kurang Besar;Cukup Besar;Besar;Kurang Besar;Kurang Besar;2.0;6.0;6.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-720;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;1;1;3;2;2;Kurang Besar;Kurang Besar;Sangat Besar;Sangat Besar;Cukup Besar;Besar;Besar;6.0;0.0;;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-721;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;5.0;Beasiswa AFIRMASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;4;4;1;Besar;Cukup Besar;Cukup Besar;Besar;Kurang Besar;Kurang Besar;Sangat Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-722;1.0;Bekerja (full time / part time);2.0;Tidak;15.0;6000000.0;;;4.0;Organisasi non-profit/Lembaga Swadaya Masyarakat;Care International;;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;1.0;1.0;Sangat Rendah;Sangat Rendah;1.0;Sangat Rendah;1.0;Sangat Rendah;1.0;Sangat Rendah;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;4.0;Tinggi;2.0;Rendah;4.0;Tinggi;5.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3;2;4;4;3;1;4;Cukup Besar;Besar;Kurang Besar;Kurang Besar;Cukup Besar;Sangat Besar;Kurang Besar;6.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya
ID-723;1.0;Bekerja (full time / part time);1.0;Ya;16.0;6000000.0;;;4.0;Organisasi non-profit/Lembaga Swadaya Masyarakat;Doctors Without Borders (Médecins Sans Frontières);;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;4.0;Tidak Perlu Pendidikan Tinggi;5.0;5.0;Sangat Tinggi;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2;2;3;3;5;2;2;Besar;Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;Besar;Besar;3.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-724;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;5.0;Universitas Airlangga (UNAIR);2023-07-04 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;2;4;4;1;Kurang Besar;Cukup Besar;Kurang Besar;Besar;Kurang Besar;Kurang Besar;Sangat Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-725;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;3;3;2;Kurang Besar;Sangat Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;Besar;4.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-726;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;3;3;4;4;4;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Kurang Besar;Kurang Besar;Kurang Besar;6.0;0.0;;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-727;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;2;4;3;4;4;Kurang Besar;Cukup Besar;Besar;Kurang Besar;Cukup Besar;Kurang Besar;Kurang Besar;1.0;0.0;;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-728;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;4;3;3;4;3;Cukup Besar;Sangat Besar;Kurang Besar;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-729;1.0;Bekerja (full time / part time);1.0;Ya;11.0;7000000.0;;;5.0;Perusahaan swasta;PT. Mega Corporation;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;3.0;Setingkat Lebih Rendah;4.0;5.0;Sangat Tinggi;Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Rendah;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3;3;3;2;2;2;5;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Besar;Besar;Tidak Sama Sekali;5.0;6.0;6.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-730;1.0;Bekerja (full time / part time);1.0;Ya;16.0;5000000.0;;;2.0;BUMN/BUMD;PT. Garuda Indonesia (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Rendah;2.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;2;2;4;2;3;1;3;Besar;Besar;Kurang Besar;Besar;Cukup Besar;Sangat Besar;Cukup Besar;3.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-731;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;3;2;4;3;3;Cukup Besar;Besar;Cukup Besar;Besar;Kurang Besar;Cukup Besar;Cukup Besar;1.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-732;1.0;Bekerja (full time / part time);2.0;Tidak;14.0;6000000.0;;;4.0;Organisasi non-profit/Lembaga Swadaya Masyarakat;Human Rights Watch;;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;2.0;Rendah;5.0;Sangat Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Tinggi;2.0;Rendah;4.0;Tinggi;5;4;4;1;4;4;2;Tidak Sama Sekali;Kurang Besar;Kurang Besar;Sangat Besar;Kurang Besar;Kurang Besar;Besar;6.0;3.0;3.0;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak
ID-733;3.0;Wiraswasta;;;;;;;;;;1.0;Founder (Pendiri);;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;4;1;3;4;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;Sangat Besar;Cukup Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-734;1.0;Bekerja (full time / part time);2.0;Tidak;5.0;4500000.0;;;1.0;Instansi pemerintah;Kementerian Perindustrian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;1.0;Sangat Rendah;2.0;Rendah;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Cukup Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;3;3;3;4;3;3;2;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;Cukup Besar;Besar;6.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-735;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;2;3;2;3;Cukup Besar;Kurang Besar;Cukup Besar;Besar;Cukup Besar;Besar;Cukup Besar;3.0;4.0;4.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-736;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;4;4;2;4;4;Kurang Besar;Besar;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-737;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;2;1;1;3;Kurang Besar;Cukup Besar;Kurang Besar;Besar;Sangat Besar;Sangat Besar;Cukup Besar;0.0;0.0;;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-738;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;4.0;Institut Pertanian Bogor (IPB);2023-08-23 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;3;2;1;3;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Besar;Sangat Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-739;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;4;2;3;3;Kurang Besar;Sangat Besar;Kurang Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;5.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-740;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;4;1;3;4;3;Cukup Besar;Sangat Besar;Kurang Besar;Sangat Besar;Cukup Besar;Kurang Besar;Cukup Besar;4.0;6.0;6.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-741;1.0;Bekerja (full time / part time);1.0;Ya;15.0;5500000.0;;;3.0;Institusi/Organisasi Multilateral;Amnesty International;;;3.0;Multinasional/Internasional;;;;;;2.0;Beasiswa ADIK;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;4.0;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;5.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2;4;3;2;2;2;4;Besar;Kurang Besar;Cukup Besar;Besar;Besar;Besar;Kurang Besar;6.0;1.0;1.0;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-742;1.0;Bekerja (full time / part time);1.0;Ya;-0.0;5000000.0;;;2.0;BUMN/BUMD;PT. Pupuk Indonesia (Persero);;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;3.0;Cukup Tinggi;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4;3;2;3;4;3;2;Kurang Besar;Cukup Besar;Besar;Cukup Besar;Kurang Besar;Cukup Besar;Besar;1.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-743;1.0;Bekerja (full time / part time);2.0;Tidak;18.0;5000000.0;;;2.0;BUMN/BUMD;PT. Telkom Indonesia (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;2.0;Tingkat yang Sama;3.0;4.0;Tinggi;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1;4;2;3;4;3;4;Sangat Besar;Kurang Besar;Besar;Cukup Besar;Kurang Besar;Cukup Besar;Kurang Besar;4.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya
ID-744;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;2;2;3;4;Besar;Sangat Besar;Cukup Besar;Besar;Besar;Cukup Besar;Kurang Besar;3.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-745;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;4;3;Besar;Besar;Besar;Besar;Besar;Kurang Besar;Cukup Besar;0.0;0.0;;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
